transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status,transaction_year,transaction_month,transaction_month_name
T000289,A00771,2026-04-02,Debit,Travel,77354.17,Credit Card,Retail,Success,2026,4,April
T000290,A01685,2025-08-10,Credit,Utilities,90403.44,ATM,Grocery,Failed,2025,8,August
T000291,A04251,2025-04-23,Debit,Food,81054.76,Net Banking,Travel,Success,2025,4,April
T000292,A02277,2025-01-06,Debit,Shopping,47432.69,Debit Card,Grocery,Success,2025,1,January
T000293,A04120,2026-07-31,Credit,Education,80207.47,Net Banking,Other,Success,2026,7,July
T000294,A03172,2026-06-14,Credit,Utilities,46313.13,Debit Card,Online,Success,2026,6,June
T000295,A00575,2025-07-02,Debit,Shopping,26442.66,Credit Card,Education,Pending,2025,7,July
T000296,A03438,2025-02-12,Credit,Groceries,94094.84,Net Banking,Travel,Success,2025,2,February
T000297,A01310,2025-03-24,Debit,Utilities,96883.02,ATM,Grocery,Success,2025,3,March
T000298,A04019,2026-08-20,Credit,Bills,25899.64,ATM,Grocery,Success,2026,8,August
T000299,A03313,2026-06-28,Debit,Utilities,29291.12,Credit Card,Utility,Success,2026,6,June
T000300,A03014,2024-12-26,Debit,Education,71354.89,UPI,Healthcare,Success,2024,12,December
T000301,A03411,2025-08-24,Debit,Groceries,53008.27,Credit Card,Other,Success,2025,8,August
T000302,A04048,2025-08-22,Debit,Education,82175.89,Net Banking,Other,Success,2025,8,August
T000303,A02092,2026-08-31,Debit,Food,74998.46,UPI,Retail,Success,2026,8,August
T000304,A02227,2025-03-21,Debit,Education,37022.2,UPI,Restaurant,Success,2025,3,March
T000305,A01008,2025-11-19,Debit,Entertainment,31303.62,UPI,Education,Success,2025,11,November
T000306,A04975,2025-10-08,Credit,Bills,58472.8,ATM,Restaurant,Success,2025,10,October
T000307,A04603,2026-09-10,Credit,Food,15471.49,Debit Card,Healthcare,Success,2026,9,September
T000308,A04823,2026-01-23,Credit,Other,82301.04,ATM,Restaurant,Success,2026,1,January
T000309,A03071,2025-09-28,Debit,Other,48096.01,Debit Card,Online,Success,2025,9,September
T000310,A02636,2025-01-17,Credit,Education,73303.13,Credit Card,Utility,Success,2025,1,January
T000311,A03781,2025-11-27,Debit,Education,90987.64,UPI,Travel,Success,2025,11,November
T000312,A04809,2025-05-11,Debit,Healthcare,64791.19,ATM,Retail,Success,2025,5,May
T000313,A04060,2026-09-04,Credit,Groceries,55868.71,Debit Card,Online,Success,2026,9,September
T000314,A00876,2024-11-04,Credit,Food,92845.82,UPI,Healthcare,Success,2024,11,November
T000315,A01293,2025-08-29,Credit,Entertainment,95413.7,UPI,Retail,Success,2025,8,August
T000316,A01647,2025-05-20,Debit,Entertainment,68239.53,Net Banking,Education,Success,2025,5,May
T000317,A03935,2025-08-26,Debit,Education,11138.87,Debit Card,Education,Success,2025,8,August
T000318,A03840,2026-01-17,Debit,Education,43054.45,Credit Card,Retail,Success,2026,1,January
T000319,A02422,2025-07-26,Debit,Education,15812.69,ATM,Retail,Success,2025,7,July
T000320,A01726,2026-08-18,Debit,Education,90853.87,Net Banking,Education,Success,2026,8,August
T000321,A01376,2026-03-03,Credit,Shopping,14469.28,Credit Card,Healthcare,Success,2026,3,March
T000322,A00589,2026-03-17,Credit,Travel,57497.92,Credit Card,Utility,Success,2026,3,March
T000323,A03449,2024-10-17,Credit,Education,12698.46,Net Banking,Retail,Success,2024,10,October
T000324,A03146,2026-02-19,Credit,Utilities,15841.76,UPI,Fuel,Success,2026,2,February
T000325,A00176,2026-01-28,Credit,Groceries,32095.22,Credit Card,Retail,Success,2026,1,January
T000326,A01514,2026-03-29,Credit,Groceries,23832.06,UPI,Other,Success,2026,3,March
T000327,A03861,2026-01-18,Debit,Groceries,86527.23,Debit Card,Retail,Success,2026,1,January
T000328,A03539,2025-12-13,Credit,Education,43599.14,Credit Card,Healthcare,Success,2025,12,December
T000329,A02657,2025-10-31,Debit,Bills,27843.84,UPI,Online,Pending,2025,10,October
T000330,A02274,2026-09-05,Debit,Healthcare,22443.99,Debit Card,Utility,Success,2026,9,September
T000331,A00601,2025-11-10,Credit,Utilities,66586.39,Credit Card,Utility,Success,2025,11,November
T000332,A01965,2024-09-25,Debit,Healthcare,45363.09,Debit Card,Grocery,Success,2024,9,September
T000333,A03634,2025-12-05,Credit,Food,35754.12,Credit Card,Restaurant,Success,2025,12,December
T000334,A02583,2024-11-26,Debit,Shopping,44102.7,Credit Card,Travel,Pending,2024,11,November
T000335,A00069,2024-12-19,Credit,Bills,62327.16,Credit Card,Retail,Success,2024,12,December
T000336,A04355,2026-03-26,Credit,Food,29000.45,Debit Card,Fuel,Success,2026,3,March
T000337,A04807,2025-09-28,Credit,Bills,93284.47,Credit Card,Utility,Success,2025,9,September
T000338,A01233,2025-07-27,Credit,Travel,31432.79,UPI,Retail,Success,2025,7,July
T000339,A01533,2025-12-05,Credit,Healthcare,6384.57,UPI,Education,Success,2025,12,December
T000340,A04812,2026-01-01,Credit,Healthcare,7648.07,ATM,Fuel,Success,2026,1,January
T000341,A04268,2025-05-16,Credit,Other,33524.09,UPI,Restaurant,Success,2025,5,May
T000342,A01622,2025-09-04,Credit,Food,80742.75,Credit Card,Utility,Success,2025,9,September
T000343,A00542,2025-12-22,Credit,Entertainment,68803.0,UPI,Fuel,Failed,2025,12,December
T000344,A03416,2026-06-12,Debit,Entertainment,27795.44,Net Banking,Grocery,Success,2026,6,June
T000345,A03536,2026-08-20,Credit,Travel,15201.72,Debit Card,Restaurant,Success,2026,8,August
T000346,A02144,2025-08-28,Credit,Shopping,74172.06,ATM,Grocery,Pending,2025,8,August
T000347,A00020,2026-03-20,Debit,Food,52849.75,UPI,Restaurant,Success,2026,3,March
T000348,A03627,2025-08-05,Debit,Other,55881.17,Credit Card,Retail,Success,2025,8,August
T000349,A04552,2026-05-04,Credit,Travel,44798.98,Credit Card,Utility,Success,2026,5,May
T000350,A00979,2024-12-03,Debit,Entertainment,51581.11,Net Banking,Other,Success,2024,12,December
T000351,A00117,2025-06-24,Debit,Healthcare,51547.01,ATM,Other,Success,2025,6,June
T000352,A02701,2026-07-06,Debit,Utilities,12161.75,UPI,Fuel,Success,2026,7,July
T000353,A00207,2025-03-28,Credit,Shopping,55331.33,UPI,Retail,Success,2025,3,March
T000354,A01814,2026-08-20,Credit,Utilities,72093.75,Net Banking,Other,Success,2026,8,August
T000355,A01511,2026-08-16,Debit,Travel,99965.04,UPI,Online,Success,2026,8,August
T000356,A04657,2024-09-30,Credit,Entertainment,2301.83,Debit Card,Grocery,Success,2024,9,September
T000357,A02381,2025-03-11,Credit,Education,82963.06,Credit Card,Restaurant,Success,2025,3,March
T000358,A01221,2025-02-06,Credit,Other,52416.17,Debit Card,Online,Success,2025,2,February
T000359,A00423,2024-12-27,Credit,Food,62227.21,ATM,Healthcare,Success,2024,12,December
T000360,A02630,2025-11-14,Debit,Bills,38940.4,ATM,Restaurant,Success,2025,11,November
T000361,A01836,2026-02-23,Debit,Food,74534.2,Credit Card,Online,Failed,2026,2,February
T000362,A02900,2025-03-23,Credit,Groceries,75925.35,Net Banking,Travel,Success,2025,3,March
T000363,A04197,2024-09-28,Debit,Travel,2367.69,ATM,Other,Success,2024,9,September
T000364,A00470,2025-02-08,Credit,Travel,92719.05,ATM,Online,Success,2025,2,February
T000365,A00823,2025-11-27,Credit,Food,35235.79,ATM,Online,Success,2025,11,November
T000366,A04617,2025-08-12,Credit,Travel,79451.25,Debit Card,Restaurant,Success,2025,8,August
T000367,A00189,2025-09-21,Credit,Bills,99322.44,ATM,Education,Success,2025,9,September
T000368,A00771,2026-07-31,Debit,Entertainment,9963.86,Debit Card,Other,Success,2026,7,July
T000369,A02975,2026-06-03,Credit,Food,32127.43,Net Banking,Grocery,Success,2026,6,June
T000370,A00110,2024-09-17,Credit,Utilities,20087.75,Debit Card,Healthcare,Success,2024,9,September
T000371,A00297,2025-03-03,Debit,Healthcare,27202.4,Credit Card,Restaurant,Success,2025,3,March
T000372,A03882,2025-05-26,Credit,Other,54618.0,ATM,Grocery,Success,2025,5,May
T000373,A00125,2025-04-12,Credit,Other,38369.07,Net Banking,Other,Success,2025,4,April
T000374,A03035,2025-05-01,Credit,Bills,95192.06,Net Banking,Restaurant,Success,2025,5,May
T000375,A03395,2026-06-28,Debit,Groceries,80639.43,Net Banking,Travel,Success,2026,6,June
T000376,A02084,2025-11-14,Debit,Utilities,20665.45,ATM,Travel,Failed,2025,11,November
T000377,A03853,2025-09-15,Debit,Bills,90518.01,Debit Card,Utility,Success,2025,9,September
T000378,A03723,2026-05-31,Credit,Groceries,67826.6,UPI,Online,Success,2026,5,May
T000379,A02427,2025-10-18,Credit,Shopping,13438.6,Net Banking,Other,Success,2025,10,October
T000380,A03726,2025-11-11,Debit,Healthcare,66727.9,Credit Card,Grocery,Pending,2025,11,November
T000381,A02310,2025-01-08,Debit,Other,7415.02,Debit Card,Restaurant,Failed,2025,1,January
T000382,A01014,2026-07-18,Credit,Entertainment,96636.58,ATM,Retail,Success,2026,7,July
T000383,A03458,2026-09-09,Credit,Food,47122.36,Debit Card,Retail,Success,2026,9,September
T000384,A00800,2024-12-07,Debit,Shopping,29598.02,ATM,Fuel,Success,2024,12,December
T000385,A02023,2025-04-24,Credit,Utilities,17424.36,UPI,Grocery,Success,2025,4,April
T000386,A03662,2026-02-03,Credit,Education,78606.22,Credit Card,Fuel,Success,2026,2,February
T000387,A02315,2025-12-26,Debit,Bills,32517.79,ATM,Fuel,Failed,2025,12,December
T000388,A01063,2025-06-06,Debit,Food,12902.06,Net Banking,Education,Success,2025,6,June
T000389,A01487,2025-06-20,Credit,Education,25300.19,Net Banking,Travel,Success,2025,6,June
T000390,A00874,2025-10-13,Credit,Bills,9414.12,Credit Card,Utility,Success,2025,10,October
T000391,A00286,2024-12-18,Debit,Entertainment,19041.48,Debit Card,Other,Success,2024,12,December
T000392,A04377,2025-11-11,Credit,Utilities,83235.29,Credit Card,Restaurant,Success,2025,11,November
T000393,A00130,2026-02-11,Credit,Education,33189.44,ATM,Utility,Success,2026,2,February
T000394,A04121,2026-07-23,Credit,Education,75306.36,UPI,Online,Success,2026,7,July
T000395,A02003,2025-11-26,Debit,Utilities,34099.27,Debit Card,Retail,Success,2025,11,November
T000396,A02599,2026-04-25,Credit,Entertainment,8213.26,Net Banking,Education,Success,2026,4,April
T000397,A02375,2025-01-01,Credit,Education,64519.99,ATM,Grocery,Success,2025,1,January
T000398,A04666,2026-05-20,Credit,Travel,71786.17,UPI,Fuel,Success,2026,5,May
T000399,A02668,2025-07-29,Credit,Healthcare,97816.39,ATM,Restaurant,Success,2025,7,July
T000400,A00530,2026-06-18,Debit,Utilities,33598.07,Net Banking,Restaurant,Success,2026,6,June
T000401,A02722,2026-09-13,Debit,Groceries,61915.4,Net Banking,Fuel,Success,2026,9,September
T000402,A04678,2025-10-27,Credit,Bills,40162.73,Debit Card,Utility,Success,2025,10,October
T000403,A04780,2024-09-20,Credit,Healthcare,29276.77,ATM,Other,Success,2024,9,September
T000404,A03808,2025-03-27,Debit,Education,55440.13,Debit Card,Restaurant,Success,2025,3,March
T000405,A04507,2025-08-24,Debit,Shopping,78920.53,UPI,Healthcare,Success,2025,8,August
T000406,A03341,2026-07-23,Credit,Other,5865.1,Debit Card,Travel,Success,2026,7,July
T000407,A04002,2024-09-21,Credit,Other,34085.46,Credit Card,Other,Success,2024,9,September
T000408,A00351,2026-04-30,Credit,Education,9905.68,UPI,Utility,Success,2026,4,April
T000409,A02173,2025-06-08,Credit,Utilities,69493.9,Debit Card,Healthcare,Success,2025,6,June
T000410,A01430,2024-11-04,Credit,Food,87669.35,ATM,Online,Success,2024,11,November
T000411,A01053,2026-05-15,Credit,Utilities,19917.65,UPI,Travel,Success,2026,5,May
T000412,A01019,2026-03-27,Credit,Bills,74319.93,UPI,Restaurant,Success,2026,3,March
T000413,A02098,2024-12-17,Debit,Travel,32821.91,Net Banking,Education,Success,2024,12,December
T000414,A03666,2026-06-24,Credit,Education,44483.32,Credit Card,Restaurant,Success,2026,6,June
T000415,A02743,2025-12-31,Credit,Healthcare,4904.01,UPI,Retail,Success,2025,12,December
T000416,A04836,2025-08-20,Credit,Other,9305.81,UPI,Education,Success,2025,8,August
T000417,A00615,2025-06-13,Debit,Utilities,3081.62,Net Banking,Grocery,Failed,2025,6,June
T000418,A04723,2025-09-04,Debit,Education,84252.66,Net Banking,Online,Success,2025,9,September
T000419,A03378,2026-07-02,Credit,Food,47509.27,UPI,Education,Success,2026,7,July
T000420,A01395,2026-01-27,Credit,Travel,36888.41,Net Banking,Utility,Success,2026,1,January
T000421,A02007,2025-03-29,Debit,Travel,15448.58,Debit Card,Online,Failed,2025,3,March
T000422,A04693,2024-10-31,Credit,Bills,88369.36,Credit Card,Utility,Success,2024,10,October
T000423,A03111,2024-10-10,Credit,Travel,32085.58,UPI,Education,Failed,2024,10,October
T000424,A00767,2024-09-25,Debit,Education,17668.17,Debit Card,Other,Success,2024,9,September
T000425,A03779,2026-07-28,Credit,Food,94734.0,Net Banking,Grocery,Success,2026,7,July
T000426,A03104,2025-03-02,Debit,Food,60978.38,ATM,Fuel,Success,2025,3,March
T000427,A01938,2025-07-10,Debit,Other,39546.54,Net Banking,Travel,Success,2025,7,July
T000428,A02443,2025-07-07,Credit,Travel,58051.42,UPI,Other,Success,2025,7,July
T000429,A04958,2025-01-17,Credit,Entertainment,88878.53,Net Banking,Fuel,Pending,2025,1,January
T000430,A00506,2026-04-13,Credit,Travel,39067.83,UPI,Retail,Success,2026,4,April
T000431,A00633,2025-07-04,Credit,Food,5742.99,ATM,Education,Success,2025,7,July
T000432,A00455,2025-09-14,Credit,Utilities,10898.61,Debit Card,Travel,Success,2025,9,September
T000433,A01601,2026-01-23,Credit,Travel,60474.77,Credit Card,Restaurant,Success,2026,1,January
T000434,A01337,2026-04-28,Credit,Other,74954.98,Net Banking,Education,Success,2026,4,April
T000435,A00502,2026-06-29,Credit,Healthcare,29890.11,ATM,Other,Success,2026,6,June
T000436,A00303,2025-09-28,Credit,Groceries,98570.56,ATM,Other,Success,2025,9,September
T000437,A04927,2025-01-26,Debit,Healthcare,29314.89,ATM,Restaurant,Pending,2025,1,January
T000438,A03918,2025-01-19,Debit,Shopping,65720.1,ATM,Fuel,Success,2025,1,January
T000439,A00860,2025-09-02,Debit,Bills,39170.38,ATM,Fuel,Success,2025,9,September
T000440,A02145,2026-07-03,Credit,Shopping,15744.74,Debit Card,Online,Success,2026,7,July
T000441,A04389,2024-11-22,Credit,Groceries,36034.64,Net Banking,Grocery,Success,2024,11,November
T000442,A04977,2025-03-12,Debit,Utilities,26664.69,Credit Card,Grocery,Success,2025,3,March
T000443,A02894,2026-08-01,Credit,Groceries,47344.83,Credit Card,Travel,Success,2026,8,August
T000444,A01283,2024-12-19,Debit,Travel,69302.79,Credit Card,Restaurant,Success,2024,12,December
T000445,A02648,2024-10-23,Credit,Shopping,86975.68,Net Banking,Fuel,Success,2024,10,October
T000446,A01240,2025-01-15,Debit,Utilities,77847.31,Debit Card,Other,Failed,2025,1,January
T000447,A01930,2025-09-20,Credit,Bills,54362.47,Net Banking,Utility,Success,2025,9,September
T000448,A00851,2026-03-10,Credit,Travel,35139.9,ATM,Online,Success,2026,3,March
T000449,A01284,2026-05-25,Credit,Utilities,66452.46,Net Banking,Healthcare,Success,2026,5,May
T000450,A02949,2025-11-27,Credit,Shopping,45539.86,Debit Card,Utility,Success,2025,11,November
T000451,A00081,2026-08-20,Debit,Utilities,94924.05,UPI,Utility,Success,2026,8,August
T000452,A04423,2026-07-18,Credit,Healthcare,40371.82,Credit Card,Travel,Success,2026,7,July
T000453,A02773,2025-10-18,Debit,Shopping,32074.04,UPI,Grocery,Success,2025,10,October
T000454,A04556,2026-01-11,Credit,Education,59494.62,Credit Card,Healthcare,Success,2026,1,January
T000455,A00651,2026-04-11,Debit,Education,53185.92,ATM,Online,Success,2026,4,April
T000456,A03147,2026-05-17,Credit,Entertainment,76303.11,Debit Card,Fuel,Success,2026,5,May
T000457,A03639,2026-01-19,Credit,Food,74400.94,Net Banking,Fuel,Success,2026,1,January
T000458,A03929,2025-06-12,Debit,Bills,79342.05,Net Banking,Restaurant,Success,2025,6,June
T000459,A00609,2025-03-28,Credit,Shopping,18213.69,Net Banking,Healthcare,Success,2025,3,March
T000460,A04086,2025-10-24,Debit,Food,98695.62,UPI,Travel,Failed,2025,10,October
T000461,A00945,2024-09-14,Credit,Shopping,32017.16,UPI,Healthcare,Success,2024,9,September
T000462,A03414,2025-04-12,Debit,Other,47872.27,ATM,Online,Success,2025,4,April
T000463,A00623,2025-05-08,Credit,Healthcare,94952.58,Net Banking,Education,Success,2025,5,May
T000464,A03357,2025-06-02,Credit,Shopping,57256.83,Credit Card,Other,Success,2025,6,June
T000465,A04561,2026-05-13,Debit,Education,75162.45,Net Banking,Fuel,Success,2026,5,May
T000466,A02989,2025-09-19,Debit,Other,44177.91,ATM,Utility,Success,2025,9,September
T000467,A03690,2025-06-27,Credit,Utilities,74776.05,Credit Card,Travel,Success,2025,6,June
T000468,A02005,2025-07-29,Debit,Other,53568.48,Credit Card,Healthcare,Failed,2025,7,July
T000469,A04923,2025-03-02,Credit,Groceries,91890.02,Debit Card,Other,Success,2025,3,March
T000470,A02777,2025-04-12,Credit,Food,47799.42,Net Banking,Healthcare,Success,2025,4,April
T000471,A01293,2026-09-14,Debit,Bills,22303.78,Credit Card,Utility,Success,2026,9,September
T000472,A03025,2024-12-02,Credit,Groceries,78566.44,ATM,Grocery,Failed,2024,12,December
T000473,A04611,2025-05-21,Credit,Healthcare,37393.95,ATM,Utility,Success,2025,5,May
T000474,A01810,2025-04-07,Debit,Bills,81416.18,UPI,Retail,Success,2025,4,April
T000475,A02652,2025-06-20,Debit,Healthcare,28736.59,UPI,Education,Success,2025,6,June
T000476,A02639,2025-07-26,Credit,Food,3338.46,ATM,Grocery,Success,2025,7,July
T000477,A02272,2025-07-24,Credit,Bills,29115.94,Debit Card,Education,Success,2025,7,July
T000478,A01104,2025-11-12,Debit,Other,23505.87,UPI,Online,Success,2025,11,November
T000479,A01657,2026-05-06,Credit,Travel,87690.56,Credit Card,Other,Failed,2026,5,May
T000480,A02571,2025-02-22,Debit,Other,39655.55,Debit Card,Utility,Success,2025,2,February
T000481,A00984,2024-10-21,Credit,Shopping,52582.19,ATM,Education,Success,2024,10,October
T000482,A02665,2026-02-15,Credit,Utilities,65198.9,ATM,Restaurant,Success,2026,2,February
T000483,A03901,2026-04-04,Debit,Education,85208.75,Net Banking,Fuel,Success,2026,4,April
T000484,A03841,2024-11-29,Credit,Travel,58146.33,ATM,Fuel,Success,2024,11,November
T000485,A03153,2026-03-23,Credit,Shopping,56964.98,ATM,Education,Success,2026,3,March
T000486,A02670,2025-03-17,Credit,Shopping,79117.23,UPI,Healthcare,Success,2025,3,March
T000487,A02981,2025-12-31,Debit,Education,70455.22,ATM,Online,Success,2025,12,December
T000488,A04996,2025-01-19,Debit,Groceries,1820.05,Net Banking,Other,Success,2025,1,January
T000489,A01491,2025-09-24,Debit,Entertainment,35633.67,Net Banking,Utility,Success,2025,9,September
T000490,A02373,2025-05-23,Credit,Travel,1668.4,ATM,Healthcare,Success,2025,5,May
T000491,A02878,2025-06-13,Credit,Education,12194.59,Net Banking,Education,Success,2025,6,June
T000492,A04785,2025-03-11,Credit,Bills,27868.28,Credit Card,Utility,Success,2025,3,March
T000493,A04836,2025-06-08,Credit,Shopping,98223.69,ATM,Healthcare,Success,2025,6,June
T000494,A02698,2026-05-05,Credit,Travel,69099.19,UPI,Travel,Success,2026,5,May
T000495,A03211,2026-08-13,Credit,Other,62702.92,Debit Card,Online,Success,2026,8,August
T000496,A03039,2025-01-28,Debit,Education,74101.92,UPI,Travel,Success,2025,1,January
T000497,A01556,2025-12-11,Debit,Entertainment,60640.38,Net Banking,Restaurant,Success,2025,12,December
T000498,A01053,2025-03-15,Debit,Healthcare,38873.85,Debit Card,Utility,Success,2025,3,March
T000499,A00231,2025-03-04,Debit,Education,86518.75,ATM,Travel,Success,2025,3,March
T000500,A04663,2025-04-04,Debit,Groceries,28949.66,ATM,Restaurant,Success,2025,4,April
T000501,A01825,2026-01-06,Credit,Groceries,47996.35,UPI,Online,Success,2026,1,January
T000502,A04640,2026-04-25,Debit,Utilities,37260.7,Debit Card,Retail,Success,2026,4,April
T000503,A02137,2025-05-28,Debit,Entertainment,77858.54,ATM,Grocery,Success,2025,5,May
