transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status
T000340,A04812,2026-01-01,Credit,Healthcare,7648.07,ATM,Fuel,Success
T000341,A04268,2025-05-16,Credit,Other,33524.09,UPI,Restaurant,Success
T000342,A01622,2025-09-04,Credit,Food,80742.75,Credit Card,Utility,Success
T000343,A00542,2025-12-22,Credit,Entertainment,68803.0,UPI,Fuel,Failed
T000344,A03416,2026-06-12,Debit,Entertainment,27795.44,Net Banking,Grocery,Success
T000345,A03536,2026-08-20,Credit,Travel,15201.72,Debit Card,Restaurant,Success
T000346,A02144,2025-08-28,Credit,Shopping,74172.06,ATM,Grocery,Pending
T000347,A00020,2026-03-20,Debit,Food,52849.75,UPI,Restaurant,Success
T000348,A03627,2025-08-05,Debit,Other,55881.17,Credit Card,Retail,Success
T000349,A04552,2026-05-04,Credit,Travel,44798.98,Credit Card,Utility,Success
T000350,A00979,2024-12-03,Debit,Entertainment,51581.11,Net Banking,Other,Success
T000351,A00117,2025-06-24,Debit,Healthcare,51547.01,ATM,Other,Success
T000352,A02701,2026-07-06,Debit,Utilities,12161.75,UPI,Fuel,Success
T000353,A00207,2025-03-28,Credit,Shopping,55331.33,UPI,Retail,Success
T000354,A01814,2026-08-20,Credit,Utilities,72093.75,Net Banking,Other,Success
T000355,A01511,2026-08-16,Debit,Travel,99965.04,UPI,Online,Success
T000356,A04657,2024-09-30,Credit,Entertainment,2301.83,Debit Card,Grocery,Success
T000357,A02381,2025-03-11,Credit,Education,82963.06,Credit Card,Restaurant,Success
T000358,A01221,2025-02-06,Credit,Other,52416.17,Debit Card,Online,Success
T000359,A00423,2024-12-27,Credit,Food,62227.21,ATM,Healthcare,Success
T000360,A02630,2025-11-14,Debit,Bills,38940.4,ATM,Restaurant,Success
T000361,A01836,2026-02-23,Debit,Food,74534.2,Credit Card,Online,Failed
T000362,A02900,2025-03-23,Credit,Groceries,75925.35,Net Banking,Travel,Success
T000363,A04197,2024-09-28,Debit,Travel,2367.69,ATM,Other,Success
T000364,A00470,2025-02-08,Credit,Travel,92719.05,ATM,Online,Success
T000365,A00823,2025-11-27,Credit,Food,35235.79,ATM,Online,Success
T000366,A04617,2025-08-12,Credit,Travel,79451.25,Debit Card,Restaurant,Success
T000367,A00189,2025-09-21,Credit,Bills,99322.44,ATM,Education,Success
T000368,A00771,2026-07-31,Debit,Entertainment,9963.86,Debit Card,Other,Success
T000369,A02975,2026-06-03,Credit,Food,32127.43,Net Banking,Grocery,Success
T000370,A00110,2024-09-17,Credit,Utilities,20087.75,Debit Card,Healthcare,Success
T000371,A00297,2025-03-03,Debit,Healthcare,27202.4,Credit Card,Restaurant,Success
T000372,A03882,2025-05-26,Credit,Other,54618.0,ATM,Grocery,Success
T000373,A00125,2025-04-12,Credit,Other,38369.07,Net Banking,Other,Success
T000374,A03035,2025-05-01,Credit,Bills,95192.06,Net Banking,Restaurant,Success
T000375,A03395,2026-06-28,Debit,Groceries,80639.43,Net Banking,Travel,Success
T000376,A02084,2025-11-14,Debit,Utilities,20665.45,ATM,Travel,Failed
T000377,A03853,2025-09-15,Debit,Bills,90518.01,Debit Card,Utility,Success
T000378,A03723,2026-05-31,Credit,Groceries,67826.6,UPI,Online,Success
T000379,A02427,2025-10-18,Credit,Shopping,13438.6,Net Banking,Other,Success
T000380,A03726,2025-11-11,Debit,Healthcare,66727.9,Credit Card,Grocery,Pending
T000381,A02310,2025-01-08,Debit,Other,7415.02,Debit Card,Restaurant,Failed
T000382,A01014,2026-07-18,Credit,Entertainment,96636.58,ATM,Retail,Success
T000383,A03458,2026-09-09,Credit,Food,47122.36,Debit Card,Retail,Success
T000384,A00800,2024-12-07,Debit,Shopping,29598.02,ATM,Fuel,Success
T000385,A02023,2025-04-24,Credit,Utilities,17424.36,UPI,Grocery,Success
T000386,A03662,2026-02-03,Credit,Education,78606.22,Credit Card,Fuel,Success
T000387,A02315,2025-12-26,Debit,Bills,32517.79,ATM,Fuel,Failed
T000388,A01063,2025-06-06,Debit,Food,12902.06,Net Banking,Education,Success
T000389,A01487,2025-06-20,Credit,Education,25300.19,Net Banking,Travel,Success
T000390,A00874,2025-10-13,Credit,Bills,9414.12,Credit Card,Utility,Success
T000391,A00286,2024-12-18,Debit,Entertainment,19041.48,Debit Card,Other,Success
T000392,A04377,2025-11-11,Credit,Utilities,83235.29,Credit Card,Restaurant,Success
T000393,A00130,2026-02-11,Credit,Education,33189.44,ATM,Utility,Success
T000394,A04121,2026-07-23,Credit,Education,75306.36,UPI,Online,Success
T000395,A02003,2025-11-26,Debit,Utilities,34099.27,Debit Card,Retail,Success
T000396,A02599,2026-04-25,Credit,Entertainment,8213.26,Net Banking,Education,Success
T000397,A02375,2025-01-01,Credit,Education,64519.99,ATM,Grocery,Success
T000398,A04666,2026-05-20,Credit,Travel,71786.17,UPI,Fuel,Success
T000399,A02668,2025-07-29,Credit,Healthcare,97816.39,ATM,Restaurant,Success
T000400,A00530,2026-06-18,Debit,Utilities,33598.07,Net Banking,Restaurant,Success
T000401,A02722,2026-09-13,Debit,Groceries,61915.4,Net Banking,Fuel,Success
T000402,A04678,2025-10-27,Credit,Bills,40162.73,Debit Card,Utility,Success
T000403,A04780,2024-09-20,Credit,Healthcare,29276.77,ATM,Other,Success
T000404,A03808,2025-03-27,Debit,Education,55440.13,Debit Card,Restaurant,Success
T000405,A04507,2025-08-24,Debit,Shopping,78920.53,UPI,Healthcare,Success
T000406,A03341,2026-07-23,Credit,Other,5865.1,Debit Card,Travel,Success
T000407,A04002,2024-09-21,Credit,Other,34085.46,Credit Card,Other,Success
T000408,A00351,2026-04-30,Credit,Education,9905.68,UPI,Utility,Success
T000409,A02173,2025-06-08,Credit,Utilities,69493.9,Debit Card,Healthcare,Success
T000410,A01430,2024-11-04,Credit,Food,87669.35,ATM,Online,Success
T000411,A01053,2026-05-15,Credit,Utilities,19917.65,UPI,Travel,Success
T000412,A01019,2026-03-27,Credit,Bills,74319.93,UPI,Restaurant,Success
T000413,A02098,2024-12-17,Debit,Travel,32821.91,Net Banking,Education,Success
T000414,A03666,2026-06-24,Credit,Education,44483.32,Credit Card,Restaurant,Success
T000415,A02743,2025-12-31,Credit,Healthcare,4904.01,UPI,Retail,Success
T000416,A04836,2025-08-20,Credit,Other,9305.81,UPI,Education,Success
T000417,A00615,2025-06-13,Debit,Utilities,3081.62,Net Banking,Grocery,Failed
T000418,A04723,2025-09-04,Debit,Education,84252.66,Net Banking,Online,Success
T000419,A03378,2026-07-02,Credit,Food,47509.27,UPI,Education,Success
T000420,A01395,2026-01-27,Credit,Travel,36888.41,Net Banking,Utility,Success
T000421,A02007,2025-03-29,Debit,Travel,15448.58,Debit Card,Online,Failed
T000422,A04693,2024-10-31,Credit,Bills,88369.36,Credit Card,Utility,Success
T000423,A03111,2024-10-10,Credit,Travel,32085.58,UPI,Education,Failed
T000424,A00767,2024-09-25,Debit,Education,17668.17,Debit Card,Other,Success
T000425,A03779,2026-07-28,Credit,Food,94734.0,Net Banking,Grocery,Success
T000426,A03104,2025-03-02,Debit,Food,60978.38,ATM,Fuel,Success
T000427,A01938,2025-07-10,Debit,Other,39546.54,Net Banking,Travel,Success
T000428,A02443,2025-07-07,Credit,Travel,58051.42,UPI,Other,Success
T000429,A04958,2025-01-17,Credit,Entertainment,88878.53,Net Banking,Fuel,Pending
T000430,A00506,2026-04-13,Credit,Travel,39067.83,UPI,Retail,Success
T000431,A00633,2025-07-04,Credit,Food,5742.99,ATM,Education,Success
T000432,A00455,2025-09-14,Credit,Utilities,10898.61,Debit Card,Travel,Success
T000433,A01601,2026-01-23,Credit,Travel,60474.77,Credit Card,Restaurant,Success
T000434,A01337,2026-04-28,Credit,Other,74954.98,Net Banking,Education,Success
T000435,A00502,2026-06-29,Credit,Healthcare,29890.11,ATM,Other,Success
T000436,A00303,2025-09-28,Credit,Groceries,98570.56,ATM,Other,Success
T000437,A04927,2025-01-26,Debit,Healthcare,29314.89,ATM,Restaurant,Pending
T000438,A03918,2025-01-19,Debit,Shopping,65720.1,ATM,Fuel,Success
T000439,A00860,2025-09-02,Debit,Bills,39170.38,ATM,Fuel,Success
T000440,A02145,2026-07-03,Credit,Shopping,15744.74,Debit Card,Online,Success
T000441,A04389,2024-11-22,Credit,Groceries,36034.64,Net Banking,Grocery,Success
T000442,A04977,2025-03-12,Debit,Utilities,26664.69,Credit Card,Grocery,Success
T000443,A02894,2026-08-01,Credit,Groceries,47344.83,Credit Card,Travel,Success
T000444,A01283,2024-12-19,Debit,Travel,69302.79,Credit Card,Restaurant,Success
T000445,A02648,2024-10-23,Credit,Shopping,86975.68,Net Banking,Fuel,Success
T000446,A01240,2025-01-15,Debit,Utilities,77847.31,Debit Card,Other,Failed
T000447,A01930,2025-09-20,Credit,Bills,54362.47,Net Banking,Utility,Success
T000448,A00851,2026-03-10,Credit,Travel,35139.9,ATM,Online,Success
T000449,A01284,2026-05-25,Credit,Utilities,66452.46,Net Banking,Healthcare,Success
T000450,A02949,2025-11-27,Credit,Shopping,45539.86,Debit Card,Utility,Success
T000451,A00081,2026-08-20,Debit,Utilities,94924.05,UPI,Utility,Success
T000452,A04423,2026-07-18,Credit,Healthcare,40371.82,Credit Card,Travel,Success
T000453,A02773,2025-10-18,Debit,Shopping,32074.04,UPI,Grocery,Success
T000454,A04556,2026-01-11,Credit,Education,59494.62,Credit Card,Healthcare,Success
T000455,A00651,2026-04-11,Debit,Education,53185.92,ATM,Online,Success
T000456,A03147,2026-05-17,Credit,Entertainment,76303.11,Debit Card,Fuel,Success
T000457,A03639,2026-01-19,Credit,Food,74400.94,Net Banking,Fuel,Success
T000458,A03929,2025-06-12,Debit,Bills,79342.05,Net Banking,Restaurant,Success
T000459,A00609,2025-03-28,Credit,Shopping,18213.69,Net Banking,Healthcare,Success
T000460,A04086,2025-10-24,Debit,Food,98695.62,UPI,Travel,Failed
T000461,A00945,2024-09-14,Credit,Shopping,32017.16,UPI,Healthcare,Success
T000462,A03414,2025-04-12,Debit,Other,47872.27,ATM,Online,Success
T000463,A00623,2025-05-08,Credit,Healthcare,94952.58,Net Banking,Education,Success
T000464,A03357,2025-06-02,Credit,Shopping,57256.83,Credit Card,Other,Success
T000465,A04561,2026-05-13,Debit,Education,75162.45,Net Banking,Fuel,Success
T000466,A02989,2025-09-19,Debit,Other,44177.91,ATM,Utility,Success
T000467,A03690,2025-06-27,Credit,Utilities,74776.05,Credit Card,Travel,Success
T000468,A02005,2025-07-29,Debit,Other,53568.48,Credit Card,Healthcare,Failed
T000469,A04923,2025-03-02,Credit,Groceries,91890.02,Debit Card,Other,Success
T000470,A02777,2025-04-12,Credit,Food,47799.42,Net Banking,Healthcare,Success
T000471,A01293,2026-09-14,Debit,Bills,22303.78,Credit Card,Utility,Success
T000472,A03025,2024-12-02,Credit,Groceries,78566.44,ATM,Grocery,Failed
T000473,A04611,2025-05-21,Credit,Healthcare,37393.95,ATM,Utility,Success
T000474,A01810,2025-04-07,Debit,Bills,81416.18,UPI,Retail,Success
T000475,A02652,2025-06-20,Debit,Healthcare,28736.59,UPI,Education,Success
T000476,A02639,2025-07-26,Credit,Food,3338.46,ATM,Grocery,Success
T000477,A02272,2025-07-24,Credit,Bills,29115.94,Debit Card,Education,Success
T000478,A01104,2025-11-12,Debit,Other,23505.87,UPI,Online,Success
T000479,A01657,2026-05-06,Credit,Travel,87690.56,Credit Card,Other,Failed
T000480,A02571,2025-02-22,Debit,Other,39655.55,Debit Card,Utility,Success
T000481,A00984,2024-10-21,Credit,Shopping,52582.19,ATM,Education,Success
T000482,A02665,2026-02-15,Credit,Utilities,65198.9,ATM,Restaurant,Success
T000483,A03901,2026-04-04,Debit,Education,85208.75,Net Banking,Fuel,Success
T000484,A03841,2024-11-29,Credit,Travel,58146.33,ATM,Fuel,Success
T000485,A03153,2026-03-23,Credit,Shopping,56964.98,ATM,Education,Success
T000486,A02670,2025-03-17,Credit,Shopping,79117.23,UPI,Healthcare,Success
T000487,A02981,2025-12-31,Debit,Education,70455.22,ATM,Online,Success
T000488,A04996,2025-01-19,Debit,Groceries,1820.05,Net Banking,Other,Success
T000489,A01491,2025-09-24,Debit,Entertainment,35633.67,Net Banking,Utility,Success
T000490,A02373,2025-05-23,Credit,Travel,1668.4,ATM,Healthcare,Success
T000491,A02878,2025-06-13,Credit,Education,12194.59,Net Banking,Education,Success
T000492,A04785,2025-03-11,Credit,Bills,27868.28,Credit Card,Utility,Success
T000493,A04836,2025-06-08,Credit,Shopping,98223.69,ATM,Healthcare,Success
T000494,A02698,2026-05-05,Credit,Travel,69099.19,UPI,Travel,Success
T000495,A03211,2026-08-13,Credit,Other,62702.92,Debit Card,Online,Success
T000496,A03039,2025-01-28,Debit,Education,74101.92,UPI,Travel,Success
T000497,A01556,2025-12-11,Debit,Entertainment,60640.38,Net Banking,Restaurant,Success
T000498,A01053,2025-03-15,Debit,Healthcare,38873.85,Debit Card,Utility,Success
T000499,A00231,2025-03-04,Debit,Education,86518.75,ATM,Travel,Success
T000500,A04663,2025-04-04,Debit,Groceries,28949.66,ATM,Restaurant,Success
T000501,A01825,2026-01-06,Credit,Groceries,47996.35,UPI,Online,Success
T000502,A04640,2026-04-25,Debit,Utilities,37260.7,Debit Card,Retail,Success
T000503,A02137,2025-05-28,Debit,Entertainment,77858.54,ATM,Grocery,Success
T000504,A01327,2026-06-05,Debit,Utilities,39527.11,Credit Card,Online,Success
T000505,A03270,2026-02-21,Credit,Education,37202.2,Credit Card,Other,Success
T000506,A01995,2024-11-27,Credit,Food,10138.3,UPI,Travel,Failed
T000507,A03621,2025-04-11,Credit,Bills,35443.78,UPI,Healthcare,Success
T000508,A02689,2025-07-02,Debit,Shopping,62855.45,Credit Card,Travel,Success
T000509,A01240,2024-12-08,Debit,Healthcare,48494.64,Credit Card,Travel,Success
T000510,A01221,2025-08-07,Debit,Utilities,2225.89,Credit Card,Grocery,Success
T000511,A02346,2025-01-18,Debit,Healthcare,6020.79,Net Banking,Healthcare,Success
T000512,A00958,2026-01-22,Credit,Entertainment,1476.35,UPI,Online,Success
T000513,A00939,2025-07-19,Debit,Healthcare,63557.68,Net Banking,Online,Success
T000514,A02331,2026-07-12,Debit,Food,44101.02,Credit Card,Retail,Success
T000515,A02555,2025-03-22,Credit,Utilities,30156.82,ATM,Other,Success
T000516,A03913,2026-02-20,Debit,Entertainment,87426.62,ATM,Other,Success
T000517,A03150,2026-03-22,Credit,Other,78984.33,ATM,Fuel,Success
T000518,A02854,2025-08-08,Debit,Travel,78872.2,Net Banking,Fuel,Success
T000519,A03306,2026-07-25,Credit,Education,14096.46,Debit Card,Healthcare,Success
T000520,A04178,2025-03-02,Debit,Education,3934.31,Debit Card,Fuel,Success
T000521,A02432,2025-07-20,Debit,Food,27287.48,ATM,Online,Success
T000522,A02030,2024-10-08,Debit,Shopping,72990.16,Credit Card,Travel,Success
T000523,A04496,2025-06-11,Debit,Food,70177.43,ATM,Utility,Success
T000524,A03418,2026-06-21,Credit,Bills,84232.67,UPI,Healthcare,Success
T000525,A04714,2025-07-20,Credit,Groceries,73900.17,UPI,Other,Success
T000526,A03669,2026-08-15,Debit,Groceries,49831.86,UPI,Other,Success
T000527,A00948,2026-09-04,Credit,Entertainment,95928.78,ATM,Grocery,Success
T000528,A00146,2026-04-15,Debit,Utilities,29476.34,ATM,Grocery,Success
T000529,A04502,2025-08-11,Debit,Healthcare,5559.45,Net Banking,Healthcare,Success
T000530,A03350,2026-04-21,Credit,Bills,37032.27,Debit Card,Grocery,Success
T000531,A02861,2025-04-29,Debit,Entertainment,10889.7,Net Banking,Online,Success
T000532,A03707,2026-07-07,Credit,Bills,77050.66,Debit Card,Other,Success
T000533,A04082,2025-09-07,Credit,Education,28081.78,UPI,Utility,Success
T000534,A04621,2026-08-30,Credit,Groceries,46678.11,Debit Card,Fuel,Success
T000535,A02760,2025-12-02,Credit,Groceries,93290.38,UPI,Healthcare,Success
T000536,A00676,2026-06-18,Credit,Food,44834.95,Net Banking,Travel,Success
T000537,A02171,2025-08-17,Credit,Groceries,37060.91,Net Banking,Healthcare,Success
T000538,A02827,2025-01-27,Debit,Other,90302.31,Net Banking,Other,Success
T000539,A03024,2025-05-26,Credit,Groceries,66019.98,ATM,Grocery,Success
T000540,A03793,2026-06-12,Debit,Food,59534.22,Net Banking,Online,Success
T000541,A04940,2025-06-17,Debit,Utilities,80816.64,Net Banking,Fuel,Success
T000542,A02665,2024-11-02,Debit,Food,89905.53,Net Banking,Online,Success
T000543,A03981,2026-02-06,Credit,Groceries,31168.2,Credit Card,Healthcare,Success
T000544,A01396,2025-09-03,Credit,Groceries,19114.49,Debit Card,Healthcare,Success
T000545,A02894,2025-04-01,Credit,Entertainment,8722.7,Debit Card,Restaurant,Success
T000546,A03525,2025-10-18,Debit,Groceries,20861.39,Credit Card,Grocery,Success
T000547,A02950,2025-05-29,Credit,Groceries,84262.34,ATM,Travel,Success
T000548,A01086,2026-09-01,Credit,Bills,86640.51,Credit Card,Retail,Success
T000549,A04434,2026-05-19,Debit,Utilities,90483.3,ATM,Restaurant,Success
T000550,A03594,2025-10-14,Debit,Education,7274.91,Net Banking,Fuel,Success
T000551,A00268,2025-07-10,Debit,Other,21267.95,ATM,Grocery,Success
T000552,A02034,2025-12-20,Debit,Entertainment,47039.24,Net Banking,Fuel,Success
T000553,A03355,2025-04-06,Debit,Education,44770.96,Net Banking,Education,Success
T000554,A02751,2025-07-01,Debit,Other,63492.42,Credit Card,Online,Success
T000555,A03657,2024-11-24,Credit,Food,58398.63,Debit Card,Other,Success
T000556,A04974,2025-05-26,Debit,Groceries,20205.27,Net Banking,Travel,Success
T000557,A04055,2025-02-18,Debit,Entertainment,40946.06,Credit Card,Other,Failed
T000558,A00038,2025-11-03,Credit,Travel,40493.34,Net Banking,Education,Success
T000559,A01715,2026-01-30,Debit,Shopping,19219.82,Net Banking,Grocery,Success
T000560,A01691,2026-04-01,Debit,Education,45073.43,UPI,Travel,Success
T000561,A00338,2025-11-28,Debit,Utilities,68090.78,Debit Card,Fuel,Success
T000562,A02613,2024-12-26,Debit,Utilities,1670.84,Net Banking,Online,Success
T000563,A00093,2025-06-05,Debit,Travel,42395.13,ATM,Retail,Success
T000564,A04891,2025-04-24,Debit,Utilities,52897.74,ATM,Travel,Failed
T000565,A00590,2025-02-24,Debit,Healthcare,27675.54,Debit Card,Other,Success
T000566,A00773,2026-03-25,Credit,Education,24682.41,UPI,Travel,Success
T000567,A00692,2025-10-31,Debit,Entertainment,77512.52,UPI,Utility,Success
T000568,A01503,2025-12-12,Debit,Entertainment,35386.31,Credit Card,Online,Success
T000569,A01157,2024-12-02,Credit,Bills,80992.94,Credit Card,Education,Success
T000570,A04958,2025-02-14,Debit,Bills,93316.7,Credit Card,Grocery,Success
T000571,A04508,2025-11-28,Debit,Entertainment,96170.51,UPI,Fuel,Success
T000572,A03407,2025-01-01,Debit,Groceries,6128.52,Credit Card,Retail,Success
T000573,A03933,2026-07-07,Credit,Shopping,39528.91,ATM,Utility,Success
T000574,A04624,2026-04-15,Credit,Healthcare,18475.15,Net Banking,Utility,Success
T000575,A03066,2026-03-06,Debit,Utilities,21520.94,ATM,Grocery,Success
T000576,A04565,2025-03-06,Debit,Groceries,29161.98,Net Banking,Fuel,Success
T000577,A01606,2025-06-09,Debit,Utilities,68621.77,Net Banking,Grocery,Failed
T000578,A01620,2026-01-10,Debit,Travel,61950.18,ATM,Restaurant,Success
T000579,A00427,2025-01-20,Credit,Entertainment,17790.53,UPI,Education,Success
T000580,A01453,2024-11-22,Credit,Education,28613.1,Credit Card,Education,Success
T000581,A04377,2026-04-19,Debit,Groceries,23180.55,Net Banking,Fuel,Success
T000582,A02705,2026-01-08,Debit,Bills,59645.81,Debit Card,Restaurant,Success
T000583,A03716,2026-07-14,Debit,Healthcare,25666.63,UPI,Healthcare,Success
T000584,A02039,2026-01-26,Credit,Education,77108.5,Credit Card,Healthcare,Success
T000585,A00699,2025-12-26,Credit,Food,36164.66,Credit Card,Education,Success
T000586,A00471,2025-12-14,Credit,Other,17452.59,Credit Card,Online,Success
T000587,A03368,2025-06-14,Debit,Education,84242.84,Credit Card,Travel,Success
T000588,A02295,2025-12-20,Credit,Utilities,24476.47,Net Banking,Travel,Success
T000589,A04095,2025-06-08,Credit,Shopping,61745.54,UPI,Fuel,Success
T000590,A01187,2025-07-17,Debit,Groceries,79380.64,Credit Card,Other,Success
T000591,A00020,2025-12-09,Credit,Travel,21026.83,UPI,Travel,Success
T000592,A04757,2026-06-04,Credit,Food,1936.81,UPI,Grocery,Success
T000593,A00254,2025-07-18,Debit,Other,67750.09,Debit Card,Travel,Success
T000594,A03562,2025-12-22,Debit,Bills,80964.29,Net Banking,Retail,Success
T000595,A01697,2026-04-23,Debit,Entertainment,74349.79,Debit Card,Online,Success
T000596,A01858,2026-08-31,Debit,Groceries,37976.1,Credit Card,Retail,Success
T000597,A01280,2026-01-22,Debit,Groceries,879.38,Net Banking,Grocery,Success
T000598,A00992,2026-04-11,Credit,Healthcare,46564.54,Credit Card,Retail,Success
T000599,A00903,2026-01-11,Credit,Shopping,55452.55,ATM,Retail,Success
T000600,A02726,2025-03-29,Credit,Education,79812.69,Debit Card,Travel,Success
T000601,A03418,2025-03-06,Debit,Healthcare,59850.28,UPI,Education,Success
